date,region,category,units,revenue,cost,profit
2025-12-23,Porto,Sports,2,230.24,163.19,67.05
2025-12-23,Porto,Books,5,126.97,90.7,36.27
2025-12-23,Braga,Home Office,7,632.15,406.38,225.77
2025-12-23,Coimbra,Electronics,4,865.56,473.88,391.68
2025-12-23,Braga,Home Office,2,267.42,202.68,64.75
2025-12-23,Porto,Electronics,6,1661.06,1273.66,387.4
2025-12-24,Coimbra,Electronics,6,891.71,559.92,331.79
2025-12-24,Faro,Electronics,5,952.98,496.15,456.84
2025-12-24,Porto,Electronics,7,1478.85,853.27,625.58
2025-12-24,Coimbra,Sports,4,296.32,163.29,133.03
2025-12-24,Braga,Fashion,3,64.93,50.15,14.79
2025-12-25,Faro,Books,3,57.49,34.5,22.99
2025-12-25,Faro,Home Office,2,211.9,160.81,51.09
2025-12-25,Faro,Electronics,6,1569.24,830.91,738.33
2025-12-25,Lisbon,Home Office,4,416.09,317.91,98.18
2025-12-25,Faro,Fashion,6,433.25,289.27,143.97
2025-12-25,Braga,Home Office,6,596.19,339.75,256.45
2025-12-25,Braga,Electronics,7,1169.75,672.96,496.79
2025-12-25,Porto,Electronics,5,811.37,445.02,366.35
2025-12-26,Coimbra,Fashion,6,376.95,251.54,125.41
2025-12-26,Braga,Home Office,7,569.71,371.89,197.82
2025-12-26,Porto,Home Office,5,563.44,296.38,267.06
2025-12-26,Lisbon,Electronics,5,1051.34,767.45,283.89
2025-12-27,Lisbon,Sports,4,223.6,155.5,68.11
2025-12-27,Faro,Fashion,1,55.49,31.33,24.16
2025-12-27,Faro,Sports,4,213.29,141.61,71.68
2025-12-27,Faro,Fashion,7,488.69,350.29,138.39
2025-12-27,Porto,Fashion,3,148.02,98.09,49.93
2025-12-27,Porto,Electronics,2,404.11,276.92,127.18
2025-12-27,Coimbra,Fashion,2,91.24,57.15,34.09
2025-12-27,Porto,Sports,3,328.3,219.06,109.24
2025-12-27,Lisbon,Home Office,6,818.22,507.56,310.66
2025-12-28,Faro,Electronics,3,483.47,322.54,160.93
2025-12-28,Lisbon,Fashion,5,316.31,201.3,115.01
2025-12-28,Braga,Electronics,3,842.49,557.98,284.5
2025-12-28,Braga,Electronics,6,893.28,649.32,243.96
2025-12-28,Coimbra,Fashion,5,157.96,116.4,41.56
2025-12-29,Faro,Sports,7,478.8,337.69,141.12
2025-12-29,Faro,Books,7,118.72,82.91,35.82
2025-12-29,Coimbra,Electronics,3,757.65,411.47,346.18
2025-12-29,Porto,Sports,6,495.94,368.37,127.57
2025-12-29,Porto,Electronics,1,248.88,183.96,64.92
2025-12-30,Braga,Fashion,5,397.12,263.44,133.68
2025-12-30,Coimbra,Books,6,151.01,116.38,34.63
2025-12-30,Coimbra,Fashion,2,122.44,91.75,30.69
2025-12-30,Coimbra,Electronics,5,1121.54,811.82,309.72
2025-12-31,Porto,Fashion,6,349.13,197.18,151.96
2025-12-31,Braga,Sports,5,281.35,176.5,104.85
2025-12-31,Faro,Home Office,7,872.01,551.82,320.18
2025-12-31,Braga,Sports,3,171.93,131.51,40.42
2025-12-31,Coimbra,Electronics,1,230.26,178.05,52.21
